CONFERENCE_EVENT,"Coney Island is calling!
Spend the Summer working at Luna Park in Coney Island!
Come to the Luna Park Job Fair
Friday, February 26th 10am ‰ÛÒ 6pm
B&B Carousell
Located on the Boardwalk between Kensington Walk and the Parachute Jump.
Visit our Employment page for a list of current opportunities:
LunaParkNYC.com/about/employment
*Please note that all candidates must be 18 years of age or older,
and must bring an updated copy of their resume in order to be interviewed.*
For more information, contact us at 718-373-5862 or Info@LunaParkNYC.com",1,CONFERENCE_EVENT

FITNESS,"Join us for family fun and fitness! We are celebrating American Heart Health month with a day of  fitness and health awareness with aerobic classes, blood pressure screenings, nutrition workshops and more.",0,FITNESS

CLASS_EVENT,"Kids Kuisine is an interactive nutrition workshop that will teach children the basics of ‰Û÷good eating‰Ûª.  They will learn how to read nutrition labels,  understand food budgeting, proper food prep, and more! 
Free for members",1,CLASS_EVENT

WORKSHOP,"Bring your toddler for Saturday Morning Storytime, which will include a  reading circle,arts and crafts and a healthy snack.
Free for members
$5 donation per child for community members",1,WORKSHOP

FITNESS,Thinking about becoming a member? Stop by and try the Coney Island Y during our Open House. This event will showcase our programs and offerings for youth and family.,0,FITNESS

FUNDRAISER,"Join us as we kick-off our 2016 fundraising efforts and showcase the impact of the Y in Coney Island.

http://www.ymcanyc.org/association/pages/annual-campaign-2015",1,FUNDRAISER

SPORTS_EVENT,"Our Junior Knicks program for boys and girls emphasizes fun, while developing kids' athletic and social skills, improving educational performance, and learning about healthy living. Basketball begins Feb. 7 and is held on weekends through May.

PROGRAM COMPONENTS
-Instructional and competitive tournament basketball
-Sports skills instruction
-YMCA Youth Sports Philosophy
-Coaching on sportsmanship, teamwork and fair play
-Information about healthy lifestyles
-Jr. Knicks T-Shirts
AGES: 7-8, 9-11, 12-14, 15-17
SESSION: 2/7/ 2016 - 5/8/ 2016
FEE: $20 MEMBERS	
         $30 PROGRAM MEMBERS
For more information, contact the Welcome Center at 718-215-6900.",0,SPORTS_EVENT

NIGHTLIFE,Wahlburgers will be opened until 1am on New Year's Eve for our New Year's Eve Celebration! Join us for a free champagne toast at Midnight as we watch the Coney Island Fireworks from our Rooftop Patio!,0,NIGHTLIFE

DINING_EVENT,"Wahlburgers Coney Island has teamed up with the NYC Trivia League for Trivia Night! Trivia Night is free to play and starts at 6:30 pm. Come out to enjoy food, drinks, trivia, music, friends & lots of fun!",0,DINING_EVENT

FAMILY_EVENT,Stop by Wahlburgers in your costume on Halloween and you'll get a FREE side with a purchase of any burger or entree!,1,FAMILY_EVENT

FAMILY_EVENT,"Stop into Wahlburgers for free Face Painting on Friday 10/28, Saturday 10/29, and Sunday 10/30! Face Painting will be available each day from 11am-5pm.",1,FAMILY_EVENT

DINING_EVENT,Join us for Friday Fireworks on our Rooftop Patio. Reservations required from 5-10 pm. Fireworks blast off at 9:30 pm. Call for reservations: (718) 975-7330.,0,DINING_EVENT

DINING_EVENT,The fireworks blast off at 9:30pm! Reservations are required between 5-10 pm. Call to make your reservation on our rooftop patio: (718) 975-7330,0,DINING_EVENT

DINING_EVENT,Come watch the Coney Island Fireworks every Friday night on the Wahlburgers Coney Island Patio! The fireworks display starts at 9:30pm. Table reservations required from 5-10pm. Call for reservations (718) 975-7330.,0,DINING_EVENT

DINING_EVENT,Dine on our rooftop patio and watch the 4th of July Fireworks! Reservations are required between the hours of 5-10pm. Please call (718) 975-7330 for reservations.,0,DINING_EVENT

DINING_EVENT,"Overlook the famous Nathan‰Ûªs Hot Dog Eating Contest in the roped off VIP area on our rooftop deck.

Enjoy unlimited food, soft drinks, and a ticket for one free alcoholic beverage. Tickets available for $150. Tickets must be purchased at our Coney Island location.",0,DINING_EVENT

DINING_EVENT,"Come watch the season premiere of Wahlburgers on A&E with us! Your ticket includes complimentary Wahlburgers menu items, beer & wine and a cash bar. You will be able to view the show on both the heated roof deck and in the restaurant. A portion of hte proceeds will go to Alma Cares, a non-profit that feeds families in need. 21+ with valid state issued ID. Ticket price $100. Purchase at wbpremiereparty.eventbrite.com.",0,DINING_EVENT

FESTIVAL_EVENT,"The Great Irish Fair is a family-friendly event celebrating New York City's Irish-American heritage and culture. This year, we are excited to host the 35th Annual Fair for the first time ever at the Ford Amphitheater at Coney Island Boardwalk! 100% of our Net Proceeds go towards Catholic Education.",1,FESTIVAL_EVENT

FUNDRAISER,"Join us as we kick off the 2016 Great Irish Fair of New York 
2016 Honorees: 
Chief Brehon- Brian Ruane- BNY Mellon
Colleen Queen- Katie Byrnes- Fontbonne Hall Academy
Irish Man of the Year- Coah John Kelly- Xavier High School 
Kathleen Slattery Woman of the Year- Sister Tesa Fitzgerald- Hour Childern 
St. Thomas More Award- Marguerite Peck- Downing & Peck PC
Paul O'Dwyer Memorial Award- The Honorable Kevin Peter Carroll- Democratic State Committee/District Leader
Father Mychal Judge Memorial Award- Rev. William F. Sweeney 
Captian Timothy Stackpole Memorial Award- Danny Prince- FDNY
Thomas Cuite Memorial Award- Raymond C. Teatum- Former Lieutenant of Eastern Lieutenancy Knights of the Holy Speulchre 
Jerry Forest Memiroal Award- Caitlin Bowen- Stantec 
The Round Tower Award- Linda Gallagher- Lomanto- NBCUniversial 
The Celtic Cross Award- John Manning- NY AOH State Treasurer 
The Bard of the Fair- Paul Moses- NY Post",1,FUNDRAISER

FUNDRAISER,"Includes Breakfast, Driving Range, Golf, Beverages, Lunch, and Dinner
8:00 AM Check in
10:00 AM Shot Gun Start
3:00 PM Dinner

$350 - Individual Golfer 
$1,250 - Foursome 
$1,500 - Foursome & Hole Sponsor
$3,000 ‰ÛÒ Outing Sponsor
$1,000 ‰ÛÒ Breakfast Sponsor
$1,000 ‰ÛÒ Lunch Sponsor
$1,000 ‰ÛÒ Dinner Sponsor
$1,000 ‰ÛÒ Golf Cart Sponsor
$1,000 ‰ÛÒ Closest to the Pin Contest Sponsor
$1,000 ‰ÛÒ Longest Drive Contest Sponsor
$500 ‰ÛÒ Hole Sponsor",1,FUNDRAISER

FITNESS,"Date: 9/26/2015 
Start Time: 11:00am
The Race starts and finishes at W21st Street on the Riegelmann Boardwalk
in front of the Old Children‰Ûªs Building on Coney Island Beach.
The run/walk course is an out and back
and back again on the boardwalk.
 
5K Run/Walk 
1) All runners/walkers will have complimentary entry into the Great Irish Fair (Race Day Only)
2) Everyone is Irish. Dress up and show your Irish Pride 
3) Prizes will be awarded for top 3 male and female runners
 
Race Fees: 
$20 Registration fee until September 21st, 2015 
$30 Day of race 
$15 with valid school ID and youth (Age 15 and under)
 
Race Day: 
Pick up your race number & T-shirt by 10:30am at the race registration table at the fairgrounds.",0,FITNESS

FUNDRAISER,The Irish American Building Society invites you to join the Great Irish Fair Committee for a Kickoff Reception. Meet this year‰Ûªs honorees and learn more about the festivities and attractions of the 2015 Great Irish Fair to be held September 26th & 27th in Coney Island!,1,FUNDRAISER

FAMILY_EVENT,"Come one, come all to Coney Island Children's Halloween Parade! 

You and your family are officially invited to the 7th Annual Coney Island Children's Halloween Parade and Costume Contest. This year's kid-friendly event promises to be better than ever with FREE entertainment, giveaways and, of course, trick-or-treating! Hand-made Coney Island themed costumes are encouraged for the costume contest.

The 7th Annual Parade is hosted by Councilman Mark Treyger, State Senator Diane Savino, Assemblywoman Pamela Harris and the Alliance for Coney Island!

Open to all children under 15 with great prizes for all contest winners. Registraton begins at 10am with the costume contest taking place at 12pm. Hand-made Coney Island themed costumes are encouraged.

Join us for music, entertaintment,on-site food options and more. 
First 1,500 registered participants receive a 2 hour Luna Park unlimited ride wristband and a goodie bag.

Parade procession: Riegelmann Boardwalk from West 19th St. to West 10th St., Brooklyn, NY 11224

To register click here: https://drive.google.com/file/d/0B5xY_M9p8UQ1SXV2cEZMa2R2S2M/view",1,FAMILY_EVENT

NIGHTLIFE,"If you thought Flicks on the Beach was over, think again! We've got one more movie to go. Join us this Monday, at sundown, for Inside Out, our final film of the summer. You don't want to miss it!",0,NIGHTLIFE

MOVIE_EVENT,"Brought to you by the Alliance for Coney Island.
Rescheduled from July 18. 

A FREE Beachside Film Series In Coney Island!

On Mondays during July and August, a giant 40-foot inflatable screen turns the beach at West 10th Street into an outdoor movie theater!

Come on down and see great flicks, representing a mix of modern, classic, and indie movies. Pre-show estivities begin at 7:30pm and films start at sundown.

Get ready for a great lineup for the sixth annual Coney Island Flicks on the Beach presented by Alliance for Coney Island and Rooftop Films!",1,MOVIE_EVENT

NIGHTLIFE,"Brought to you by the Alliance for Coney Island.

A FREE Beachside Film Series In Coney Island!

On Mondays during July and August, a giant 40-foot inflatable screen turns the beach at West 10th Street into an outdoor movie theater!

Come on down and see great flicks, representing a mix of modern, classic, and indie movies. Pre-show festivities begin at 7:30pm and films start at dusk.

Get ready for a great lineup for the sixth annual Coney Island Flicks on the Beach presented by Alliance for Coney Island and Rooftop Films!",0,NIGHTLIFE

FESTIVAL_EVENT,"The Alliance for Coney Island and Coney Island Brewery, with support from the New York City Council, proudly invite you to the 1st annual Coney Island Busker Fest! Join us for a celebration featuring food, street performers, marching bands, comedy, juggling, acrobatics, live music and more!",1,FESTIVAL_EVENT

NEIGHBORHOOD,"Astella Development Corporation (Astella) and Brooklyn Community Services (BCS) are presenting the 26th Anniversary Coney Island Sand Sculpting Contest, Saturday, August 20, 2016 on Coney Island's historic boardwalk. This FREE*, family-friendly event is open to amateurs and semi-professional sand sculpting artists of all ages competing for cash prizes and bragging rights.

Over the years, the Coney Island Sand Sculpting Contest has attracted thousands of attendees from around the world.

Register in Ticket link above!",0,NEIGHBORHOOD

NIGHTLIFE,"Brought to you by Alliance for Coney Island

Enjoy free fireworks every Friday from June 17th through September 2, 2016.

For the best seating, locate yourself on the boardwalk or beach between West 10th Street and West 15th Street.

*Please note that show start time is subject to minor delays.",0,NIGHTLIFE

MUSIC_EVENT,"The Alliance for Coney Island and The New York City Department of Parks and Recreation are proud to announce the premier of the Coney Island Boardwalk Summer Series, Showstopper Sundays, July 10th - August 14th on the Coney Island Boardwalk! Come on out and enjoy an afternoon of live music and entertainment!
