neighborhood,time of event,event description,art event indicator
Southeast Bronx,2016-05-05T20:00:00-0400,"NYC, ITS GOING DOWN THIS THURSDAY MAY 12TH
FREE ADMISSION
HOPE TO SEE YOU IN ATTENDANCE
SALSA SOCIAL @ 8PM WITH DJ ANDY
$10 SALSA LESSONS WITH STEVE SEDA & GLENDA LIZ @ 7PM
HAPPY HOURS 4PM - 8PM
FREE BUFFETS 7PM - 8PM
FREE PARKING (ACROSS THE STREET AT ORTIZ)
ALL HAPPENING AT EVO LOUNGE 1306 UNIONPORT RD. BRONX NY",1
Southeast Bronx,2016-03-05T22:00:00-0500,"MEET ME THIS SATURDAY @ EVO LOUNGE, 
WE'RE GOING TO BRAZIL!!!
FEVER RECORDS & EVO LOUNGE PRESENTS
THE OFFICIAL LEHMAN CONCERT AFTER-PARTY
SATURDAY MARCH 5TH, BRIZILIAN PARTY
ÏÓGuys on Stilts
ÏÓSexy eVotenders in Carnaval Attire!
ÏÓIllusionist ÏÓBeetlejuice ÏÓLittle People
ÏÓMardi Gras-esque hats, ties, and masks giveaways
MUSIC BY THE CLUBKILLA DJ CYS

FREE ADMISSION ALL NIGHT
2FOR1 DRINKS & BEERS 9PM-11PM
$100 BOTTLES TIL 12AM
DOORS OPEN @9PM / KITCHEN OPEN LATE
ICE HOOKAHS AVAILABLE
21+ / CASUAL, NO ATHLETIC ATTIRE

MATURE & SEXY ATMOSPHERE
TABLE/BOTTLE RESERVATIONS
GO TO EVOLOUNGENY.COM
1306 UNIONPORT RD BRONX, NY 10462",0
Southeast Bronx,2016-01-30T20:00:00-0500,"SATURDAY JAN 30TH @ EVO LOUNGE
HELPING THRU LAUGHTER
COMEDY SHOW & AFTERPARTY
Featuring: 
Rupert Vanderpool, Imagine, Eric Nieves, 
La Nena, Mr. 5950, & Bob-A-Fini 
SEATING AT 8:00PM / SHOWTIME AT 9:00PM

$20 TICKETS IN ADVANCE 
ALL PROCEEDS WILL GO TOWARDS HELPING THOSE LESS FORTUNATE!
CARE PACKAGES & COATS WILL BE HANDED OUT TO PEOPLE IN THE STREETS WITH NO RESIDENCE!
Call for tickets 9175607700

AFTERPARTY WITH MUSIC BY 
DJ TANCO & KOOLDJHITECH

EVO LOUNGE 
1306 UNIONPORT RD.
BRONX, NY 10462
718.822.9274",1
Southeast Bronx,2015-12-12T19:00:00-0500,"Click below to purchase ticket via paypal:
https://www.paypal.com/cgi-bin/webscr?cmd=_s-xclick&hosted_button_id=YNTF5RYMF4AQ8

SATURDAY DEC 12TH 
NAUGHTY OR NICE EXOTIC MALE REVUE
FEATURING NYC'S TOP MALE DANCERS
STARTS @7PM / SHOWTIME @8:00PM 

AFTER-PARTY WITH MUSIC BY DJ SOLO
ALONGSIDE DJ TRIPLE 9

HOOKAHS AVAILABLE / KITCHEN OPEN LATE
CASUAL BUT NEAT

EVO LOUNGE
1306 UNIONPORT RD. BRONX, NY
WWW.EVOLOUNGENY.COM",0
Southeast Bronx,2015-11-26T01:00:00+0000,Heavy Hitters DJ Precise alongside Deejay Triplenine will be Rocking out,0
Southeast Bronx,2015-10-31T21:00:00-0400,"EVO'S WALKING DEAD
HALLOWEEN COSTUME PARTY 
SATURDAY OCT 31ST 
$500 CASH PRIZE FOR 1ST PLACE 
$300 BOTTLE PACKAGE FOR 2ND PLACE 
$75 DINNER @ EVO LOUNGE FOR 3RD PLACE 

MUSIC BY THE CLUBKILLA DJ CYS 
ALONGSIDE MSTYLES 

FREE ADMISSION UNTIL 12 
2FOR1 DRINKS & BEERS 9PM-11PM 
$100 BOTTLES TIL 12AM 
DOORS OPEN @9PM / KITCHEN OPEN LATE 
ICE HOOKAHS AVAILABLE 
21+ / CASUAL, COSTUMES HIGHLY PREFERRED! 
MATURE & SEXY ATMOSPHERE 

TABLE/BOTTLE RESERVATIONS 
GO TO EVOLOUNGENY.COM 

@ EVO LOUNGE 
1306 UNIONPORT RD BX, NY 10462
718-822-9274",0
Southeast Bronx,2015-10-10T21:00:00-0400,"FEVER RECORDS - EVO LOUNGE
IN ASSOCIATION WITH PRESIDENTE BEER
INVITE YOU TO THEIR
SAT OCT 10TH
TOUCH OF PINK AFFAIR
CANCER FUNDRAISER
LIVE PERFORMANCE BY
DAVID OF NICE & WILD ""DIAMOND GIRL""
MUSIC BY LMP DJ BEYOND & DJ BLADE2MUCH

FREE ADMISSION TIL 12AM
$100 BOTTLES TIL 12AM
$15 BUCKETS OF PRESIDENTE ALL NIGHT (PLEASE ADD A PICTURE OF A PRESIDENTE BEER)

ALL DOOR PROCEEDS WILL GO TO THE ERIKA ROMAN MEMORIAL FOUDATION
DOORS OPEN AT 9PM / KITCHEN OPEN TIL 3AM
21+, CASUAL ""TOUCH OF PINK PREFERRED""

EVO LOUNGE
1306 UNIONPORT RD
BRONX, NY 10462
WWW.EVOLOUNGENY.COM",0
Southeast Bronx,2015-10-03T21:00:00-0400,"EVO LOUNGE PRESENTS
SATURDAY OCT 3RD
CARNAVAL PARTY
Featuring ""LA HORA LOCA""
Jesters on Stilts & Sexy Ladies in Carnaval Attire!
Mardi Gras-esque hats, ties, and masks giveaways

MUSIC BY THE CLUBKILLA DJ CYS
FREE ADMISSION TIL 12AM

2FOR1 DRINKS & BEERS 9PM-11PM
$100 BOTTLES TIL 12AM
DOORS OPEN @9PM / KITCHEN OPEN LATE
ICE HOOKAHS AVAILABLE

21+ / CASUAL, NO ATHLETIC ATTIRE
MATURE & SEXY ATMOSPHERE

TABLE/BOTTLE RESERVATIONS
GO TO EVOLOUNGENY.COM
@ EVO LOUNGE 1306 UNIONPORT RD",0
Southeast Bronx,2015-08-29T22:00:00-0400,"TONIGHT TONIGHT TONIGHT
 SATURDAY AUGUST 29TH
LIVE PERFORMANCE BY FREESTYLE LEGEND
NOEL

HOSTED BY SAL ABBATIELO
MUSIC BY DJ SOLO

FREE ADMISSION UNTIL 12AM
DOORS OPEN @9PM / KITCHEN OPEN LATE
ICE HOOKAHS AVAILABLE
21+ / CASUAL, NO ATHLETIC ATTIRE

BIRTHDAY PACKAGES
2 BOTTLES, CHAMPAGNE, & HOOKAH $300 
RESERVATIONS OR TIX: 718.822.9274

@ EVO LOUNGE 1306 UNIONPORT RD. BX, NY
WWW.EVOLOUNGENY.COM",0
Central Brooklyn,2016-07-23T07:00:00-0400,"Cafe Style, come check out our Menu, and enjoy the new taste of Brooklyn.",0
Central Brooklyn,2016-12-28T19:30:00-0500,WWE Live Holiday Tour,0
Central Brooklyn,2016-12-27T19:00:00-0500,Group Discounts are available for Groups of 10 or more by calling 844-ISLES-GP. IMPORTANT ALERT : There is a delivery delay on this event. Tickets will be available to print 48 hours prior to the event.,0
Central Brooklyn,2016-12-26T19:30:00-0500,"Group Discounts are available for Groups of 10 or more by calling 855-GROUP-BK. IMPORTANT ALERT : There is a delivery delay on this event. Tickets will be available to print 48 hours prior to the event. GIVEAWAY: WINTER SCARF FOR THE FIRST 10,000 FANS IN ATTENDANCE.",0
Central Brooklyn,2016-12-26T13:30:00-0500,Long Island Nets vs. Westchester Knicks,0
Central Brooklyn,2016-12-23T19:00:00-0500,"Group Discounts are available for Groups of 10 or more by calling 844-ISLES-GP. IMPORTANT ALERT : There is a delivery delay on this event. Tickets will be available to print 48 hours prior to the event. GIVEAWAY: FIRST 10,000 FANS RECEIVE A RALPH MACCHIO BOBBLEHEAD",0
Central Brooklyn,2016-12-22T19:30:00-0500,Group Discounts are available for Groups of 10 or more by calling 855-GROUP-BK. IMPORTANT ALERT : There is a delivery delay on this event. Tickets will be available to print 48 hours prior to the event.,0
Central Brooklyn,2016-12-21T17:00:00-0500,See LIU Women's Basketball take on the UMBC Retrievers at 5:00 PM and then LIU Men's Basketball take on Niagara Purple Eagles at 7:30 PM,0
Central Brooklyn,2016-12-18T19:00:00-0500,"Group Discounts are available for Groups of 10 or more by calling 844-ISLES-GP. IMPORTANT ALERT : There is a delivery delay on this event. Tickets will be available to print 48 hours prior to the event. GIVEAWAY: FIRST 10,000 FANS RECEIVE AN UGLY HOLIDAY T-SHIRT",0
Central Brooklyn,2016-12-15T19:00:00-0500,Group Discounts are available for Groups of 10 or more by calling 844-ISLES-GP. IMPORTANT ALERT : There is a delivery delay on this event. Tickets will be available to print 48 hours prior to the event.,0
Central Brooklyn,2016-12-14T19:30:00-0500,Group Discounts are available for Groups of 10 or more by calling 855-GROUP-BK. IMPORTANT ALERT : There is a delivery delay on this event. Tickets will be available to print 48 hours prior to the event.,0
Central Brooklyn,2016-12-13T19:00:00-0500,"Group Discounts are available for Groups of 10 or more by calling 844-ISLES-GP. IMPORTANT ALERT : There is a delivery delay on this event. Tickets will be available to print 48 hours prior to the event. GIVEAWAY: FIRST 10,000 FANS RECEIVE A STAR WARS BEANIE",0
Central Brooklyn,2016-12-11T00:00:00-0500,"Barclays Center will host two of the winningest programs in college basketball history when Kentucky and St. Johns join LIU Brooklyn and Hofstra for the BROOKLYN HOOPS Winter Festival on Sunday, December 11. In the doubleheader matchup, Kentucky, whose 2016-17 recruiting class is ranked No. 1 by ESPN, will play Hofstra, and LIU Brooklyn will take on St. Johns, which also welcomes a nationally-ranked group of newcomers next season.",0
Central Brooklyn,2016-12-09T20:00:00-0500,"CBS RADIOÛªs WCBS-FM 101.1 is hosting ÛÏHOLIDAY IN BROOKLYNÛ featuring live performances by Jimmy Buffett (ÛÏMargaritaville,Û ÛÏCome MondayÛ), James Taylor (ÛÏYouÛªve Got a Friend,Û ÛÏFire & RainÛ), and Sarah McLachlan (ÛÏI Will Remember You,Û ÛÏAngelÛ).  CBS-FMÛªs on-air personalities Scott Shannon, Dan Taylor, Bill Lee, Joe Causi and more will be on stage to introduce the live performances.

WCBS-FM is hosting this major concert event to help its audience celebrate the holidays and to thank them for listening to ÛÏNew YorkÛªs Greatest HitsÛ on CBS-FM 101.1.",1
Central Brooklyn,2016-12-08T19:00:00-0500,Group Discounts are available for Groups of 10 or more by calling 844-ISLES-GP. IMPORTANT ALERT : There is a delivery delay on this event. Tickets will be available to print 48 hours prior to the event.,0
Central Brooklyn,2016-12-07T19:30:00-0500,"Group Discounts are available for Groups of 10 or more by calling 855-GROUP-BK. IMPORTANT ALERT : There is a delivery delay on this event. Tickets will be available to print 48 hours prior to the event. GIVEAWAY: BROOKE LOPEZ STAR WARS BOBBLEHEAD FOR THE FIRST 10,000 FANS IN ATTENDANCE.",0
Central Brooklyn,2016-12-06T19:00:00-0500,Group Discounts are available for Groups of 10 or more by calling 844-ISLES-GP. IMPORTANT ALERT : There is a delivery delay on this event. Tickets will be available to print 48 hours prior to the event.,0
Central Brooklyn,2016-12-05T19:30:00-0500,Group Discounts are available for Groups of 10 or more by calling 855-GROUP-BK. IMPORTANT ALERT : There is a delivery delay on this event. Tickets will be available to print 48 hours prior to the event.,0
Central Brooklyn,2016-12-04T18:00:00-0500,Group Discounts are available for Groups of 10 or more by calling 844-ISLES-GP. IMPORTANT ALERT : There is a delivery delay on this event. Tickets will be available to print 48 hours prior to the event.,0
Central Brooklyn,2016-12-01T19:30:00-0500,Group Discounts are available for Groups of 10 or more by calling 855-GROUP-BK. IMPORTANT ALERT : There is a delivery delay on this event. Tickets will be available to print 48 hours prior to the event.,0
Central Brooklyn,2016-11-30T20:00:00-0500,Group Discounts are available for Groups of 10 or more by calling 844-ISLES-GP. IMPORTANT ALERT : There is a delivery delay on this event. Tickets will be available to print 48 hours prior to the event.,0
Central Brooklyn,2016-11-29T19:30:00-0500,Group Discounts are available for Groups of 10 or more by calling 855-GROUP-BK. IMPORTANT ALERT : There is a delivery delay on this event. Tickets will be available to print 48 hours prior to the event.,0
Central Brooklyn,2016-11-28T19:00:00-0500,"Group Discounts are available for Groups of 10 or more by calling 844-ISLES-GP. IMPORTANT ALERT : There is a delivery delay on this event. Tickets will be available to print 48 hours prior to the event. GIVEAWAY: FIRST 10,000 FANS RECEIVE A STANLEY CUP BANNER RALLY TOWEL",0
Central Brooklyn,2016-11-27T18:00:00-0500,"Group Discounts are available for Groups of 10 or more by calling 855-GROUP-BK. IMPORTANT ALERT : There is a delivery delay on this event. Tickets will be available to print 48 hours prior to the event. GIVEAWAY: BROOKLYN NETS TEXTING GLOVES FOR THE FIRST 10,000 FANS IN ATTENDANCE.",0
Central Brooklyn,2016-11-27T12:00:00-0500,Long Island Nets v. Grand Rapids Drive,0
Central Brooklyn,2016-11-26T19:00:00-0500,"The Barclays Center Classic brings major mens college basketball to Brooklyn on November 25 & 26. See some of the nations top teams when the University of Maryland, University of Richmond, Kansas State University and Boston College take the court. MATCHUPS: November 25 -University of Maryland vs. University of Richmond -Kansas State University vs. Boston College November 26 - Consolation Game - Championship Game",0
Central Brooklyn,2016-07-23T07:00:00-0400,"Cafe Style, come check out our Menu, and enjoy the new taste of Brooklyn.",0
Central Brooklyn,2014-02-16T13:00:00-0500,"Led by Drummer/Explorer LaFrae Sci, The 13th Amendment? sources personal stories, ""en"" Slave(d) Narratives, poetry, visual art, Negro Spirituals, the roots and the fruits of the Blues & Jazz. Supported by the Tiger Baron Foundation.",1
Central Brooklyn,2014-02-15T12:00:00-0500,"Dance along to music from the Garifuna community, descended from the Arawak, Carib and West African peoples who currently live throughout the Americas. This drum performance is led by BrooklynÛªs own Garifuna artist, James Lovell! Supported by the Tiger Baron Foundation.",1
Central Brooklyn,2014-02-09T14:30:00-0500,"Come celebrate BCM's beloved Burmese python Fantasia! A longtime member of our Live Animal Collection, Fantasia is moving on to a big new enclosure at the Staten Island Zoo. Make python puppets, measure yourself against a Fantasia-sized tape measure, and meet Fantasia's reptile friends. It'll be a ssssssssmash! You can also visit through February 9th to wish Fantasia well and add ""Fan"" mail to her good-bye celebration.",0
Central Brooklyn,2014-02-09T13:00:00-0500,"Metlife Early Learner Performance Series
All ages
Javaka Steptoe (story teller, author, and illustrator) presents an interactive reading of Jimi: Sounds Like A Rainbow. This interactive storytelling chronicles young Jimmy's creative journey from humble beginnings, to world renown electric rock, blues guitar legend, Jimi HendrixÛÓa groundbreaking performer whose music shook the very foundations of rock 'n' roll.",0
Central Brooklyn,2014-01-18T10:00:00-0500,"DR. MARTIN LUTHER KING JR. CELEBRATIONS - January 18-20.
  
Visitors to the Brooklyn ChildrenÛªs Museum can celebrate the life, vision and contributions of civil-rights hero Dr. Martin Luther King, Jr., with hands-on programs for all ages during a three-day ÛÏ85th BirthdayÛ celebration Saturday, January, 18th through Monday, January, 20th.   

The MuseumÛªs annual Dr. Martin Luther King, Jr., Weekend will feature a variety of classic Museum programs created to educate, enrich, enlighten, and entertain while focusing on history, art, and culture for all ages.  During this special holiday weekend, visitors will follow in the footsteps, explore the legacy of this great African-American leader, enjoy memorable photo opportunity with specially designed birthday cake from BCakeNY and more!  

All Dr. Martin Luther King, Jr., Weekend programs are included with Museum admission.  Supported in part by BCakeNY.  

DR. MARTIN LUTHER KING JR. WEEKEND
Saturday, January 18 - Sunday, January 19
LetÛªs March 
11:30am
The Civil Rights Era is marked by the action of marching. We will tell stories, watch footage of Dr. Martin Luther King Jr.Ûªs famous March on Washington, and join together to create a poster of peace and justice before we March throughout the museum, reliving the legacy of Dr. King. Ages 4 and up	

Dream Clouds (Lobby)  
12:00-3:00pm
Let your dreams be showcased during Dr. Martin Luther King, Jr. birth-DAY celebration!  Come write or draw pictures of your dreams on clouds, then add your dream to Dr. KingÛªs birthday window.  Come back later in the afternoon to see it overflowing with clouds of the dreams of children just like you! All Ages

LetÛªs Join Hands
2:30pm 
Learn about how Dr. Martin Luther King, Jr. joined hands with people of all colors on a march for his peopleÛªs freedom. Explore the big ideas of diversity and tolerance through storytelling and songs. Create a craft inspired by Dr. KingÛªs message to take with you. Ages 5 years and younger

HAPPY BIRTHDAY Dr. Martin Luther King, Jr. 
Monday, January 20
LetÛªs March 
11:30am
The Civil Rights Era is marked by the action of marching. We will tell stories, watch footage of Dr. Martin Luther King Jr.Ûªs famous March on Washington, and join together to create a poster of peace and justice before we March throughout the museum, reliving the legacy of Dr. King. Ages 4 and up	

LetÛªs Join Hands
11:30am & 2:30pm
Learn about how Dr. Martin Luther King, Jr. joined hands with people of all colors on a march for his peopleÛªs freedom. Explore the big ideas of diversity and tolerance through storytelling and songs. Create a craft inspired by Dr. KingÛªs message to take with you. Ages 5 years and younger

Berean Community Drumline 
1:30pm & 2:30pm
The Berean Community Drumline, established in 2009, is a high energy youth program serving teens of the Crown Heights community. Modeled after the drumlines of Historically Black College and University (HBCU) marching bands, this program exudes a pride in African American history and legacy through percussion and dance. Come see these exceptional teens groove to original beats that are sure to have you on your feet. All Ages",1
Central Brooklyn,2014-01-12T16:00:00-0500,"Saturday, January 11th & Sunday, January 12th
4:00-4:45pm | All ages
After spending the day learning about germs, gak, and gunk, shake off those icky feelings with the Trummytones! Led by world renowned trombonist and front man Vinny Nobile, The Trummytones fuses tuba, drums, accordion, and Vinny's high energy performance into an organic acoustic pop zydico and reggae fun for all ages.",1
Central Brooklyn,2014-01-12T10:00:00-0500,"We're celebrating the gross and the gooey at IckyFest 2014! Muck around with slithery snakes, feel friendly bugs crawl across your hand, and mix up a batch of slick slime. It'll be grosstastic and yucktacular!",0
Central Brooklyn,2014-01-11T16:00:00-0500,"Saturday, January 11th & Sunday, January 12th
4:00-4:45pm | All ages
After spending the day learning about germs, gak, and gunk, shake off those icky feelings with the Trummytones! Led by world renowned trombonist and front man Vinny Nobile, The Trummytones fuses tuba, drums, accordion, and Vinny's high energy performance into an organic acoustic pop zydico and reggae fun for all ages.",1
Central Brooklyn,2014-01-11T10:00:00-0500,"We're celebrating the gross and the gooey at IckyFest 2014! Muck around with slithery snakes, feel friendly bugs crawl across your hand, and mix up a batch of slick slime. It'll be grosstastic and yucktacular!",0
Central Brooklyn,2013-12-28T13:00:00-0500,"1:00-4:00pm | All ages
Habri Gani, what's going on? Join us to learn about the holiday of Kwanzaa! Discover the principles of the Nguzo Saba in an exclusive presentation of holiday traditions by the welcoming and engaging members of the Harris family, who have been celebrating Kwanzaa for 25 years!  Harambee, see you there!",0
Central Brooklyn,2013-12-21T12:00:00-0500,"12:00-12:30 & 1:00-1:30pm | All ages
Brooklyn's own Amelia Robinson presents a cozy, winter performance that will warm your hearts. Her original, quirky songs on ukelele are perfect for families with young children (0-4yrs).",1
Central Brooklyn,2013-12-19T17:00:00-0500,"FREE THURSDAY NIGHT!  
SPECIAL LIVE PERFORMANCE BY HOLIDAY CIRCUS!  
5:00 - 5:30pm
HOLIDAY CIRCUS is a unique production appearing at Brighton Beach's Millennium Theatre that combines world-class circus performers together with the magic of the holiday season.  Don't miss this special advance highlight from the show at Brooklyn Children's Museum with clowns, magic and Santa!  HOLIDAY CIRCUS will enchant, astonish and thrill audiences with amazing displays of circus artistry. All Ages",1
Central Brooklyn,2013-12-15T13:00:00-0500,"1:00-3:00pm | All ages
Join a warm and open gathering in the Brooklyn community and take time to welcome the holidays. The event feathers string instrument performances of holiday favorites played by the Noel Pointer Foundation Youth Orchestra, the Phantazia String Players Ensemble, and accompanying solos and ensembles played by young NPF musicians. The Friends and Family Holiday Concert is the perfect opportunity to spend a special, festive moment with those you love.",1
Central Brooklyn,2013-12-07T12:00:00-0500,"CULTURAL CONNECTIONS PERFORMANCE SERIES: UKRAINIAN CAROLS AND DANCE
12:00ÛÒ12:30pm & 1:00-1:30pm | All ages
Celebrate the winter with carols and dances from Ukraine! The singing Dobriansky Brothers will present a selection of traditional songs and members of Babarocin will perform a humorous folk dance the whole family will enjoy. Join the performers on stage for an interactive finale! Supported by the Tiger Baron Foundation.",1
Central Brooklyn,2013-10-25T16:00:00-0400,"October 25th and 26th from 4:00-8:00pm  
Members: $8 Û¢ Non Members: $12

Boo! WeÛªre summoning all goblins big and small to attend our annual MONSTER MASH celebrating the harvest season and Halloween! This year, little witches, ghouls, and princesses can enjoy the MuseumÛªs fun-filled, Halloween themed programs leading up to the big party and beyond! 

Boasting a successful track record as being BrooklynÛªs best Halloween party for kids, MONSTER MASH 2013 features family-friendly trick-or-treat alternative activities including a costumed DJ dance party led by DJ Kakez, Michael Jackson ÛÏThrillerÛ tribute, spooky activities, costume parade, slithery animals, and much more.  Children of all ages are encouraged to attend dressed in their best Halloween finery.  This festival is not to be missed!  Sponsored by MCU.  

As in past years, special admission tickets are required for entry to the party.  Due to the popularity of the party every year, we recommend purchasing tickets in advance at the MuseumÛªs admissions desk.  Advance ticket reservations are available now.  See website www.brooklynkids.org for more details. 

Trick or Treat Bag Art - 4:00-7:00pm
Store all your yummy treats this Monster Mash in your very own ghoul-ish Trick or Treat bag. Decorate it with fun stickers of pumpkins, ghosts and goblins and be brave enough to take it home!     
Ages 5 years and under

Scary Scavenger Hunt - 4:00-8:00pm
Go on a haunting hunt around the Museum for clues to decode a secret Halloween code cryptogram.
Ages 4+

Claws, Tubes, and Tentacles - 4:15-4:45pm & 6:15-6:45pm
Even creatures under the sea celebrate Halloween! Feel the tube of a starfish of the spines of a sea urchin, and touch the gnashing, thrashing Horseshoe Crab if you dare!
Ages 5 & up

Story Telling for Little Monsters - 4:30-5:00pm, 5:30-6:00pm & 6:30-7:00pm
Little monsters who like little scares can join us for stories of things that go bump in the night.
Ages 5 and Under

Chimera Creations - 4:30-5:30pm 
Out some of the MuseumÛªs coolest taxidermy and draw your own chimera: a creature with the head of one animal and the body of another.
All Ages

MetLife Early Learner Performance Series Action Racket Theatre: 
Halloween Version of the Magical Castle of Now - 4:30-5:30pm
A fast-paced, interactive storytelling performance combining stories, poetry, and movement. Early Childhood audiences rehearse and perform Halloween magic spells, crates pictures and see stores and poetry come to life. Authors such as Joanne Rocklin, Shel Silverstein, Bill Martin, Jr. and Dr. Seuss are features. A tour-de-force for the imagination, performed by Joanie Fritz Zosike and Lois Kagan Mingus. Parents, caregivers and teachers are welcome. 
All Ages 

Science Bravery Challenge - 5:00-6:00pm & 7:00-8:00pm
Will you brave the sharkÛªs jaws? Let a stick bug stand on your head? Feel around for all manner of creepy, gooey, icky things and put your courage to the test as you face down all ten science challenges.
Ages 5 +

Cultural Connections Performance: Mariachi Tapatio De Alvaro Paulino - 5:00- 5:30pm & 6:00-6:30pm
Explore El Dia De Los Muertos with music from Mariachi Tapatio De Alvaro Paulino. Based out of Brooklyn, NY founded in 1983, Mariachi Tapatio de Alvaro Paulino has not only been captivating  audiences throughout the New York Tri-State area, but also other states and countries with their energetic shows, strong vocals, stirring melodies, and masterful execution of classical, traditional, and contemporary  arrangements alike.
All Ages 

Muerto Masks - 6:00-7:00pm
Be inspired by the mariachi music and decorate your own Dia de los Muertos mask.
Ages 2 +

Michael Jackson Thriller Dance Tribute ÛÒ 6:15-6:45pm
Join the youth of the Museum Team afterschool program as they perform an original dance based on the classic Michael Jackson music video.  Seating is limited and on a first come, first served basis.  
Ages 7+

Groovy Ghouls Dance Party ÛÒ featuring DJ Kakez - 6:45-7:45pm
Join us for a costumed dance party and a special ÛÏdance contestÛ just for the little ones lead by DJ Kakez!  
After 7:45pm, the dance party will turn into a massive conga line as we jam our way out of the building! 
All ages",1
